292/1/50|Andy|||C,CNB
324/1/48|Andy|||
437/1/50|hxka|https://youtu.be/4YGBw4dKy4o|video|
957/1/42|ToughThought|||
1005/1/26|spagchem|https://youtu.be/zrdUIx4MvVM||S,SNB
