50/1/59|harbinger|https://youtu.be/pBtkV94vAUE||C,CNB
55/1/58|Sahishar|||
56/1/56|hailstone|||
61/1/47|hailstone|||
63/1/45|hailstone|||
71/1/28|ToughThought|||
72/1/23|phluphphtube|https://youtu.be/MBBnpZiueQ4||
74/1/20|BGChemMagic|||
75/1/19|britboy3456|||
82/1/14|12345ieee|||
99/1/12|BobWiseNZ|||
147/1/11|SpadesBookOnline|https://youtu.be/C5-M07X16D0||
155/1/10|Jared T.|https://youtu.be/9gqYJari6pU||S,SNB
