223/1/46|gggol|||C,CNB
224/1/47|gggol|https://youtu.be/6NILu7FLhrs|video|
232/1/43|ToughThought|||
249/1/39|gggol|https://youtu.be/vdg9I1-dJBw||
323/1/26|BigMangoHead/gggol|||S,SNB
