2105/3/110|vpumeyyv|||C,CNB
2461/2/90|12345ieee|||RC,RCNB
2987/4/85|super-normal|||
3649/2/87|Plunkie86|||
3861/2/57|ToughThought|||
3863/2/55|vpumeyyv|||
4475/3/36|vpumeyyv|||S,SNB
4655/2/49|ToughThought|||RS,RSNB
