709/6/233|ToughThought|https://youtu.be/GhlqGqR2aGY||C,CNB,CNP,CNBP
1024/2/78|ToughThought|https://youtu.be/yprTl1a1hlk||RC,RCNB,RCNP,RCNBP
1615/2/69|ToughThought|https://youtu.be/4cFm5zwDxUc||RS,RSNB,RSNP,RSNBP
3659/4/60|gggol|||
4833/3/55|gggol|||S,SNB,SNP,SNBP
4835/3/55|gggol|https://youtu.be/nNhm6xUAVXM|video|
